1321EAC04F56E3663F66A59007C69961	was widowed.	이(가) 과부가 되었습니다.
B5FC52194BD07BEA3723A38D991B5239	was skewered by something wild.	이(가) 야생의 무언가에게 꼬챙이가 됐습니다.
7463ED1045F4E9807110339B630727A3	was harassed to death by a pest.	이(가) 페스트에게 유린당했습니다.
BA1197E2409DC57B81E62995901792DD	was bolted.	이(가) 감전됐습니다.
093DF55C4867C8D38ED386A73FB24BEE	played a game they couldn't win.	이(가) 이길 수 없는 싸움을 걸었습니다.
8BDC019F47947E2B9312DC8E9708C1E4	met an inevitable, abominable end.	이(가) 피할 수 없는 끔찍한 최후를 맞았습니다.
45D2A35542E216C1A7AD32962E19185B	fell asleep. Forever.	이(가) 영원히 잠들었습니다.
4DB6F16649A84D82258657A62F442E82	forgot to feed themselves.	이(가) 밥을 먹는 걸 깜빡했습니다.
7A0474F4450B113E09098E85CF509F5E	forgot to keep hydrated.	이(가) 물을 마시는 걸 깜빡했습니다.
F976DDDF4F47C6AAB30F148AAAA888DD	died from a strange virus.	이(가) 이상한 바이러스에 의해 사망했습니다.
E44475174EDF391D6DC886A3DA2CE721	got into a sticky situation.	이(가) 탈출을 감행했습니다.
B3F9970C4F0F3626B7097D8EFEE93107	INVENTORY FULL	인벤토리 가득 참
E4547BD64AB9D6961C69D3ABC45678B7	Convection Oven	컨벡션 오븐
E5F90F4D40A0B1C112F32BA02AECC2EF	Coffee Machine	커피 머신
BB6B34344B183D08C3D78C9715ECDB2F	buy a coffee ( ${cost} )	커피 구매 ( ${cost} )
912BB9394C8672F6CD499DA0647844B8	Industrial Stove	산업용 스토브
21D693CA419BE38355903795BFF064B0	Kitchen Stove	주방 스토브
92A9C9034323496857A2C89B902EB723	Recover All Platform Carts	모든 플랫폼 카트 복귀시키기
432F828F42FBA66BDA352BA21E57DFD0	Anteverse Pool ({0} - {1})	안테버스 웅덩이 ({0} - {1})
909585DE47FC9C17BD2B6482004DD995	Sink ({0} - {1})	개수대 ({0} - {1})
A16CFF464C126C629B1DF599FC6ACD30	Teleporter Output	순간이동기 출구
00D9A7EF4F64BCF9CFC0B2B65B417553	Kitchen Cabinet	주방 서랍장
AA101AC4468A6868F6035A8B7DA7A918	Spill Bag	전리품 가방
C911B1B140039325B92FB2ADFA743D61	Trader Output	거래보관함
1C15027D4336D914FFA90899649696A6	Cubicle Shelf	칸막이 선반
F0589E8543025F674AC9EE8BBECEA8A3	Bench	벤치
8D8BA3FA4361365518942AAEFBBD66A6	Lower Frequency	주파수 낮추기
467BF2D343857CFE092B0FA42CA173E6	Raise Frequency	주파수 높이기
96A71F414A34FE44C11B9E9A8D5A62FC	Water Filter ({1})	정수 필터 ({1})
CFB1F0C04C4C49370BB1FD8521E0DE9B	Carbuncle	카벙클
F49F84254B9F1DF840E45FA79A1FC9CF	Tainted Carbuncle	오염된 카벙클
A6CB68CA47EB6D4EAFFD22B28F883BA0	Forklift	지게차
D40015334E70740842FFBEAE8C633CE8	Vehicle	운송 수단
F87785BB425040EE6105C98825BBE1E0	GATE Security Cart	GATE 보안 카트
D44C0CD84244EACF4AFCCD93059A94C2	SUV	SUV
41704DF043B948A202348AAE5EEFABA8	Hatch	해치
06F31F2A4409EB98FD5234A174834033	Empty Water Tank	빈 물 탱크
07FFF514450F5583E32A3F938F85CD0F	{0} Tank ({1})	{0} 탱크 ({1})
4008E0524BD2D1869A82B3BFC0A010E0	Robot Charging Pod	로봇 충전 포드
9A22C05F4E42ECBF2C6535B2A3EF5A7B	Toilet	변기
AD1A3772427EFD3A9312FD8C760E99AB	Damaged Forklift	망가진 지게차
4A13F5B6494F08391A379DAD6F178257	Tailgate	트렁크
A6B7A91644A0D48039858DA20B74A32D	Zipline	집라인
198E01934662E45B84C8E8B48AD581E0	select item to charge	충전할 아이템을 선택하세요
296FC0A443105F0BF1632B887C511196	edit character customization	캐릭터 커스터마이징 수정
523B13AA438413F837CA5787718CF44A	Select an option on the dresser	변형할 대상 선택
B21E5C804EA8E6CB0013508C867EA682	edit armor appearance	방어구 외형 수정
FF8315184166D780D4CBEE9C2B5A13DB	release	풀어주기
448747894D95CCCEBD4AF7A1B9857EE4	feed	먹이주기
24C24A5642FB701D7B53E38CECF08030	Barrel of {0} ({1})	{0} 통 ({1})
AF8ABCD74356A19DD95A749A770E1D90	pour {object} into	{object} 따르기
6DD12F8449D263AC857B489A469C2EA4	fill {object}	{object} 채우기
7A9857E3466C5BCC9ECAF6BE6D558932	Tainted Water	오염된 물
6929A0F947F0F144E756CA9E16EFE4B5	Tram Station Override	트램 정거장 오버라이드
C5DFB30B4CE3E9ADD4AF618235A8D48D	Tram Station Override	트램 정거장 오버라이드
D880D5304D866DEA64ADE986774A5C75	Move Tram	트램 이동
E280ABB94CFDEA7B59BD88BCDAC07FD2	INBOUND	오는 중
7ED1D4354087E2F977BFFA9F03FA07E1	AWAY	다른 역 정차 중
0CB12F104A317440A2EB84B2CD812447	ARRIVED	도착
ED0C9F274992A809099D8689D85FFC5F	AWAY	다른 역 정차 중
E354A550419A440DCE4BA2BADDD1D2AA	Platform Cart	플랫폼 카트
9723B9FC4B2DEC550922A5A02BD879FE	Click to take item.	아이템을 가져가려면 클릭
AECE8CDA4951729CCA45A8B5FA503CCE	Click to drop item.	아이템을 떨어트리려면 클릭
1D4A44504DE03435A532BE9BEA708390	Click to destroy item.	아이템을 파괴하려면 클릭
F398DEDF488BBA34E9258F921A948A82	Click to use item.	아이템을 사용하려면 클릭
5427011845594B581945029490A696AC	SELECT A POSE	자세를 선택하세요
C19A7CA54206601B87C6AB9C3D19B655	ARMOR DISPLAY STAND	방어구 전시대
A781F98145BEFFCC2A7B5FB10B5558E0	Garden Plot | {0} mL	텃밭 | {0} mL
8AB8D7824FC459A20B25CCA2F3C66477	Robot Charging Pod	로봇 충전 포드
8AA4A7D14A3BA43EDFECFFA2CBD594F7	Security Bots typically hibernate in these pods, but it's not here now.	보안 로봇은 여기서 절전 상태로 대기하지만, 지금은 없다.
DD967B2C42165B3EABA67283BF3A7A53	The Security Bot is hibernating. They usually only come out at night.	보안 로봇이 대기 중이다. 보통 밤이 되면 작동한다.
2D90552F4BFAADEB4C57DD86175BAEB9	F L A T H I L L	플 랫 힐
F53B991843810E9390FF26817B1F7C26	L I B R A R Y	도 서 관
E0247C004DDA209C5274928546A1509D	L I B R A R Y	도 서 관
681D53CA44225049C2313A8D23A0F032	L I B R A R Y	도 서 관
A30D5DA0467168A9FB0977BC80C131EB	F L A T H I L L	플 랫 힐
A98ECFA54DDCE67AAD5F0AB7C7477E0F	F L A T H I L L	플 랫 힐
ABEFFD064349218DA7672C9112DC6311	C  O  U  R  T  H  O  U  S  E	법 원
AD14503A4077E6036793AD9FF322395E	C  O  U  R  T  H  O  U  S  E	법 원
FD89AC8948D20DB5BFC685B498D86B07	C  O  U  R  T  H  O  U  S  E	법 원
9C344EEA4C382DBF7D99DBA2C46E8121	P U B L I C	공 공
58506AD744C446FC02107B826E310162	P U B L I C	공 공
6F892914473F0532D24957A74C0D65D2	P U B L I C	공 공
E3A8206547812CAE4B212DAFEFE63F6D	{player} shared their {rec} recipe with you.	{player} 이(가) {rec} 제작법을 당신과 공유했습니다.
5F85A02443589FE9BD68A3B4C288E3E0	You shared your {rec} recipe with {player}.	{rec} 제작법을 {player}에게 공유했습니다.
73C2829440CA032CABF1998638003463	were {action} by {instigator}.	{instigator}가 당신을 {action}.
10BB61B8464E8E15CA4CE2A12C07CDAE	{action} {target}.	{target} {action}.
5DF693924F7ED22E795EF09864A80280	You can also toggle transmog at any time by clicking the icon next to a slot in your inventory.	인벤토리 옆 아이콘을 눌러 언제든 변장을 해제할 수 있습니다.
5B238B0143D0B102EE0A27B514BFD7F4	Equip gear into these slots in order to change your armor's appearance. Empty slots can be clicked in order to hide a piece of gear as well. Backpack and Suit can not be hidden.	해당 슬롯에 방어구를 장착할 경우 방어구의 외형이 변경됩니다. 빈 슬롯을 클릭하면 장비를 숨길 수 있습니다. 가방과 슈트는 숨길 수 없습니다.
