AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	783Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_Dam.umap	7723084		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam.umap	7723219		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam.umap	7723354		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Dam.umap	7723487		ELECTRICAL GRID	전력 계통
AbioticFactor/Content/Maps/Facility_Dam.umap	7723625		ELECTRICAL GRID	전력 계통
AbioticFactor/Content/Maps/Facility_Dam.umap	7723763		TRANSFORMERS	변전소
AbioticFactor/Content/Maps/Facility_Dam.umap	7723898		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467294		SPILLWAY C	배수로 C
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467427		SPILLWAY B	배수로 B
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467560		STORAGE DECK	창고 데크
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467695		STORAGE DECK	창고 데크
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977351		ELECTRICAL	전력소
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977485		SYSTEMS	시스템
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977615		LOCKERS	락커
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977747		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977882		FLOW VALVES	유량 밸브
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1978019		TRANSMITTER	송신기
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1978154		SYSTEMS CHIEF	시스템 관리자
AbioticFactor/Content/Maps/Facility_Dam_Lower.umap	1315990		ROBOTICS	로보틱스
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463660		EXERCISE	헬스장
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463791		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463923		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675248		SYNAPTIC LABS	시냅스 연구소
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675384		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675519		CHECK-IN BELOW	체크인
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675656		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675791		CLOUD REACTOR	구름 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675927		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5676061		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5676195		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220643		MIST REACTOR	안개 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220778		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220913		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221047		REACTORS	반응로 구역
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221178		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221313		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221448		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221583		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221717		WAYGATE	웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221847		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221981		WG-INTRADOS	인트라도스 웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222115		UPPER BRIDGE	고층 교량
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222250		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6118703		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6118838		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3544983		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545118		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545248		LOWER STORAGE	저층 창고
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545384		REACTOR	반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545514		TURBINE 01	터빈 01
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545647		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545779		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545914		TURBINE 02	터빈 02
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546047		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592510		TOPSIDE ACCESS	상층부 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592647		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592782		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592918		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593054		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593190		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593325		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593460		FUEL STORAGE	연료 저장소
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593595		LOWER ACCESS	저층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593730		UPPER ACCESS	고층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593865		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594001		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594137		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594272		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594408		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594544		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854473	Sign_ModularDormitory_C	MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854608	Sign_ModularDormitory_C	FUEL CRYOPOD	연료 냉각 장치
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854744		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854881		LOWER OFFICES	저층 사무 구역
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855017		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855152		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855287		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855422		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855557		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855692		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855827		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855962		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856097		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856232		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856369		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856506		LOUNGE	라운지
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856635		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856772		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856907		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7857042		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Labs.umap	7373620		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs.umap	7373774		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7373911		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374044		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7374181		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7374320		VACUUM CHAMBER	진공 챔버
AbioticFactor/Content/Maps/Facility_Labs.umap	7374481		PORTAL LAB 04	포탈 연구실 04
AbioticFactor/Content/Maps/Facility_Labs.umap	7374617		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374750		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374883		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7375016		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Labs.umap	7375152		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618117	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618247	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618385	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618515	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618653	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618783	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618921	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619051	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619189		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619321		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619453		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619588		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619723		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619858		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619988		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620123		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620258		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620390		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620525		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620657		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620792		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620927		SCANNING	스캔실
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2485822		HELMHOLTZ LIFT	헬름홀츠 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2485961		CONTROL CENTER	관제 센터
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486122		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486257		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486392		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486526		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486661		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	857711		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	857876		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858014		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858179		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFHQ.umap	1709403		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_MFMines.umap	5630810		SITE OFFICE	형장 사무실
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631234		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631365		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631496		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631627		OLD MINES	옛 광산
AbioticFactor/Content/Maps/Facility_MFWest.umap	7802970		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803105		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803241		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803376		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803505		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803641		SECURITY	보안
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803772		CARGO DISTRICT	화물 지구
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803909		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804042		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804175		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804308		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804444		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804574		ROADWAY LIMA	진입로 리마
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804709		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804844		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804980		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805116		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805252		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805387		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805523		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805659		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805797		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805926		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806063		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806197		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806326		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806463		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806593		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806723		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806858		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806987		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807123		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807261		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807397		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807527		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807661		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807794		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807927		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808065		RAILWAY	철로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808195		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808331		OVERFLOW	오버플로우
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808463		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808600		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808733		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808869		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808999		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809133		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809263		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809399		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809534		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809664		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809800		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809935		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810071		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810208		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810363		UPPER SHIPPING	고층 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810500		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810638		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810775		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810912		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811048		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811184		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811322		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811453		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811584		GARAGE	차고
AbioticFactor/Content/Maps/Facility_Office1.umap	5007108		SERVER ROOM O1	서버실 01
AbioticFactor/Content/Maps/Facility_Office1.umap	5007245		FLOW TRANSIT	유체 운반실
AbioticFactor/Content/Maps/Facility_Office1.umap	5007380		SECURITY OFFICE	보안실
AbioticFactor/Content/Maps/Facility_Office1.umap	5007518		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office1.umap	5007651		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office1.umap	5007781		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office1.umap	5007913		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office1.umap	5008048		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office1.umap	5008178		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5008314		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office1.umap	5008446		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office1.umap	5008576		SECURITY SEC.	보안 구역
