AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	784Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5680364		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5680499		CHECK-IN BELOW	체크인
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5680636		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5680771		CLOUD REACTOR	구름 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5680907		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5681041		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5681175		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221999		MIST REACTOR	안개 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222134		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222269		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222403		REACTORS	반응로 구역
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222534		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222669		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222804		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222939		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1223073		WAYGATE	웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1223203		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1223337		WG-INTRADOS	인트라도스 웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1223471		UPPER BRIDGE	고층 교량
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1223606		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6120264		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6120399		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546527		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546662		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546792		LOWER STORAGE	저층 창고
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546928		REACTOR	반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3547058		TURBINE 01	터빈 01
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3547191		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3547323		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3547458		TURBINE 02	터빈 02
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3547591		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5598530		TOPSIDE ACCESS	상층부 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5598667		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5598802		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5598938		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599074		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599210		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599345		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599480		FUEL STORAGE	연료 저장소
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599615		LOWER ACCESS	저층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599750		UPPER ACCESS	고층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5599885		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5600021		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5600157		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5600292		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5600428		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5600564		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859243	Sign_ModularDormitory_C	MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859378	Sign_ModularDormitory_C	FUEL CRYOPOD	연료 냉각 장치
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859514		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859651		LOWER OFFICES	저층 사무 구역
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859787		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7859922		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860057		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860192		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860327		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860462		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860597		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860732		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_War.umap	7860867		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861002		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861139		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861276		LOUNGE	라운지
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861405		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861542		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861677		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7861812		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Labs.umap	7376628		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs.umap	7376782		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7376919		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs.umap	7377052		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7377189		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7377328		VACUUM CHAMBER	진공 챔버
AbioticFactor/Content/Maps/Facility_Labs.umap	7377489		PORTAL LAB 04	포탈 연구실 04
AbioticFactor/Content/Maps/Facility_Labs.umap	7377625		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7377758		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7377891		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7378024		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Labs.umap	7378160		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5626756	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5626886	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627024	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627154	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627292	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627422	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627560	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627690	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627828		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5627960		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628092		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628227		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628362		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628497		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628627		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628762		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5628897		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5629029		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5629164		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5629296		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5629431		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5629566		SCANNING	스캔실
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2493894		HELMHOLTZ LIFT	헬름홀츠 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494033		CONTROL CENTER	관제 센터
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494194		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494329		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494464		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494598		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2494733		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858315		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858480		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858618		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858783		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFHQ.umap	1709783		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_MFMines.umap	5632422		SITE OFFICE	형장 사무실
AbioticFactor/Content/Maps/Facility_MFMines.umap	5632846		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5632977		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5633108		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5633239		OLD MINES	옛 광산
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805844		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805979		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806115		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806250		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806379		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806515		SECURITY	보안
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806646		CARGO DISTRICT	화물 지구
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806783		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806916		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807049		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807182		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807318		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807448		ROADWAY LIMA	진입로 리마
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807583		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807718		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807854		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807990		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808126		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808261		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808397		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808533		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808671		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808800		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808937		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809071		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809200		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809337		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809467		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809597		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809732		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809861		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809997		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810135		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810271		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810401		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810535		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810668		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810801		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810939		RAILWAY	철로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811069		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811205		OVERFLOW	오버플로우
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811337		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811474		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811607		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811743		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811873		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812007		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812137		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812273		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812408		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812538		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812674		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812809		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7812945		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813082		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813237		UPPER SHIPPING	고층 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813374		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813512		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813649		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813786		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7813922		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7814058		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7814196		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFWest.umap	7814327		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7814458		GARAGE	차고
AbioticFactor/Content/Maps/Facility_Office1.umap	5013233		SERVER ROOM O1	서버실 01
AbioticFactor/Content/Maps/Facility_Office1.umap	5013370		FLOW TRANSIT	유체 운반실
AbioticFactor/Content/Maps/Facility_Office1.umap	5013505		SECURITY OFFICE	보안실
AbioticFactor/Content/Maps/Facility_Office1.umap	5013643		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office1.umap	5013776		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office1.umap	5013906		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office1.umap	5014038		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office1.umap	5014173		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office1.umap	5014303		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5014439		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office1.umap	5014571		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office1.umap	5014701		SECURITY SEC.	보안 구역
