AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	14466	OrderGrunt_Sections_Index1_SectionText	The Order's Latinate dialect has changed markedly over the years, evolving from its classical origins into a unique, almost impenetrable language entirely its own.	교단의 라틴어 방언은 시간이 지나면서 현저히 변화하였다. 고전적인 그 기원에서, 지금은 특수하고 거의 불가해한 독자적인 언어로 진화하였다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	14756	OrderCaptain_Title	Order: Legate	교단: 레가투스
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	14823	OrderCaptain_Subtitle	Captain	대장
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	14936	OrderCaptain_Sections_Index0_SectionText	Legates of the Order achieve their command through a mixture of zealotry, combat victories, and sheer survival.\r\n\r\nAlthough the Order conducts extensive intelligence gathering in advance of any operation, a Legate’s role frequently involves leadership under unexpected, if not extraordinary conditions. As such, those who earn the role are trusted with a high degree of operational independence.	교단의 레가투스들은 열정, 승리, 그리고 순수한 생존의 조합을 통해 지휘를 완수한다.\r\n\r\n교단은 모든 작전에 앞서 광범위한 정보 수집을 시행하지만, 예상치 못 하거나 특수한 상황에서 레가투스는 그 역할을 수행한다. 따라서, 이들은 작전에서 높은 수준의 독립성을 보장받는다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15828	OrderCaptain_Sections_Index1_SectionText	Legates are among the Order's most fervent believers, and sometimes called 'Perfecti', in acknowledgement of their Cathar-derived traditions.	레가투스들은 교단의 열렬한 신자 중 하나이며, 카타리파에서 유래한 전통을 바탕으로 종종 '퍼펙티(Perfecti)' 라고 불리기도 한다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16090	LabRat_Title	Order: Inquisitor	교단: 인퀴지터
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16155	LabRat_Subtitle	Lab Rat	실험쥐
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16262	LabRat_Sections_Index0_SectionText	Charged with the noble but corrupting task of assessing the anomalies and aberrations seized by their organization from its enemies, Inquisitors are one of the most essential yet mistrusted elements of the Order's ancient apparatus.	인퀴지터는 조직의 적들로부터 압수한 이상 현상물과 변이를 평가하는, 고귀하지만 타락하기 쉬운 임무를 담당한다. 이들은 교단 내의 핵심적이지만, 신뢰받지는 못하는 부품이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16617	Breacher_Title	Order: Exulum	교단: 엑슐룸
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16680	Breacher_Subtitle	Breacher	돌격병
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16790	Breacher_Sections_Index0_SectionText	Held in disdain by their bretheren for lapses of honor or, worse, spiritual failing, the Exulum are forced into the role of shock troops as penance.\r\n\r\nTheir barred helmets represent their position as pariahs, forced to take the frontline until they have redeemed themselves in battle. Their ferocity reflects a faith that admits no further failure.	엑슐룸은 명예의 결함, 또는 그보다 더한, 영성을 저버렸다는 이유로 형제들에게 경멸을 받는다. 따라서 속죄의 대가로 돌격병으로서의 역할을 강요받고 있다.\r\n\r\n창살처럼 생긴 헬멧은 최전방에서 구원을 찾도록 강요된 추방자로서의 위치를 상징한다. 이들의 흉포함은 더 이상의 실패를 용납하지 않는 신앙심을 대표한다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17260	Sniper_Title	Order: Sagittarii	교단: 사지타리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17325	Sniper_Subtitle	Sniper	저격수
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17431	Sniper_Sections_Index0_SectionText	Tracing the lineage of their discipline to Roman archery schools in Parthia of the 2nd Century BCE, the Sagittari are the ultra-clandestine core of an already secretive sect. 	사지타리의 훈련 계보는 기원전 2세기 파르티아의 로마 궁술 학교까지 거슬러 올라가며, 그들은 이미 비밀스러운 교단에서도, 극비 핵심 전력이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17725	Rook_Title	Order: Opprimo	교단: 오프리모
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17786	Rook_Subtitle	Rook	룩(까마귀)
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17881	Rook_Sections_Index0_SectionText	Among the most savage Order infantry, the Opprimo eschew ranged weapons for close quarter combat. Their creed holds that, like spiritual knowledge itself, the intimacy of combat demands an unmediated encounter with the enemy. Sharing blood is a sacred act.\r\n\r\nThey are often deployed for specialist engagements, frequently taking on the guise of other paramilitaries for infiltration missions.	잔인한 교단의 보병 중에서도, 오프리모는 원거리 무기를 지양하고, 근접 전투를 선호한다. 그들의 신조는 영적인 지식과 마찬가지로, 전투의 긴밀함을 위해 적과 직접적으로 대면하는 것이다. 피를 나누는 것은 신성한 행위로 여겨진다.\r\n\r\n이들은 종종 특수 임무에 배치되며, 침투 작전을 위해 다른 군사 조직의 모습을 취하기도 한다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18397	Pillager_Title	Canaanite	낙원가
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18456	Pillager_Subtitle	Follower of the Path of Petrae	페트라의 길 추종자
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18588	Pillager_Sections_Index0_SectionText	Simple folk from sundry backgrounds, the locals of Canaan regard themselves as having adopted plain, pious lives far from the clamor and corruption of the wider world - hitherto unknown.\r\n\r\nIn reality, they follow their preacher Niketas blindly, accepting his edicts as 'the Path of Petrae'.\r\n\r\nHostile to any and all outsiders, the Canaanites see the works of 'the Enemy' everywhere, and one may be deemed a witch without even being aware. Indeed, the world, in their eyes, is one vast machine of deception, and anyone not 'of the Path' is - by definition - a tool of evil.\r\n\r\nIt would seem their diet, based heavily on a rather corrupted corn strain, has not helped with their critical thinking.	다양한 배경 출신의 평범한 사람들인 낙원의 주민들은, 자신들이 이제껏 알려지지 않은 채 넓은 세계의 소란과 타락에서 떨어져 소박하고 경건하게 살아간다고 생각한다.\r\n\r\n하지만 실제로는 전도사 니키타스를 맹목적으로 따르며 그의 가르침을 '페트라의 길'이라 받아들인다.\r\n\r\n모든 외부인에게 적대적이며 낙원가들은 어디에서나 '적'의 손길이 뻗쳤다 생각하기에, 외지인들은 본인도 모르는 사이 마녀로 몰려버린다. 그들의 눈에 세상은 거대한 거짓말 기계이며 '페트라의 길'을 따르지 않는 자는 그 누구도 악이다.\r\n\r\n그들의 식단은 오염된 옥수수 품종에 크게 의존하는데, 비판적 사고 능력에 부정적인 영향을 끼친 것으로 보인다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19407	Offices_Title	Office Sector	사무 구역
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19469	Offices_Subtitle	Administration and Management	행정 및 관리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19592	Offices_Sections_Index0_SectionText	The Office Sector is the GATE Cascade Research Facility's main center of administration, and comprises 12 levels, as well as several repurposed silos. Once used for storing gas, water and ore, these immense spaces now house key perforation research systems.	사무 구역은 GATE 캐스케이드 연구 시설의 주요 행정 구역이며, 12개 층과 재사용된 사일로로 구성되어 있다. 한때, 가스, 물, 광석 등을 저장하던 이 거대한 공간들은 이제 주요한 천공 연구 시스템을 수용하고 있다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19977	Manufacturing_Title	Manufacturing West	제조 구역 서쪽
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20050	Manufacturing_Subtitle	Engineering and Fabrication	공학 및 제작
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20177	Manufacturing_Sections_Index0_SectionText	The industrial heart of the GATE Cascade Research Facility, the Manufacturing Sector is responsible for designing and engineering all research equipment and machinery for study within the facility - as well as fabricating technical and specialist tools for other GATE facilities.\r\n\r\nIt is here the facility's origins as a decommissioned lithium mine are most clearly visible.	GATE 캐스케이드 시설의 산업 중추인 제조 구역은, 시설 내 연구를 위한 모든 연구 장비 및 기계를 설계하고 제작한다. 또한 타 GATE 시설을 위해 특수한 도구를 제작하기도 한다.\r\n\r\n시설의 기반이 된 폐쇄된 리튬 광산이 가장 두드러지게 보이는 곳이기도 하다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20671	Labs_Title	Cascade Laboratories	캐스케이드 연구소
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20737	Labs_Subtitle	Advanced Study and Containment	첨단 연구 및 격리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20858	Labs_Sections_Index0_SectionText	Labs Sector is the epicenter of the GATE Cascade Research Facility's research into advanced technology, as well as anomalies, xenoforms, paranormal phenomenon, arcane entities and artefacts of note.\r\n\r\nProviding secure immurment for entities rated up to Thela level, Labs is divided into various sub-sectors focused variously on containment, advanced studies and field research.	연구 구역은 GATE 캐스케이드 연구시설의 첨단 기술, 이상 현상, 외계 생물체, 초자연 현상, 신비한 존재, 그리고 주목할 만한 유물에 대한 연구의 중심지다.\r\n\r\n텔라 등급까지의 개체들을 수용하는 이곳은, 격리, 첨단 연구, 그리고 현장 조사 등에 중점을 둔 여러 하위 부서로 나뉜다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21359	Security_Title	Security Sector	보안 구역
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21424	Security_Subtitle	Cascade Defense Sector	캐스케이드 방어 구역
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21541	Security_Sections_Index0_SectionText	Officially designated the Cascade Defense Sector, the Security Sector sits at the center of the GATE Cascade Research Facility.\r\n\r\nThe sector was built as a self-sufficient, defensible 'home' for the GATE Defense Team, who are trusted with ensuring the physical, technical and informational safety of all staff and subjects.\r\n\r\nAt the core of the sector is one of GATE's main arteries to the outside world: the Large Surface Elevator. Connecting the subterranean facility to the rest of world, it is the fastest way to get into or out of the facility	공식적으로 캐스케이드 방어 구역으로 지정된 보안 구역은, GATE 캐스케이드 연구시설의 중심에 위치하고 있다.\r\n\r\n이 구역은 GATE 방어팀을 위해 지어졌으며, 자급자족이 가능하고, 방어에 특화된 '본부'로써 기능한다. GATE 방어팀은 모든 직원과 실험대상의 물리적, 기술적, 정보적 안전을 보장하는 믿음직한 조직이다.\r\n\r\n이 구역의 중심에는 GATE의 주요 동맥 중 하나인 대형 지표 엘레베이터가 있다. 지하 시설을 외부 세계와 연결하는 이 엘리베이터는 시설 안팎으로 이동하는 가장 빠른 방법이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22209	Dam_Title	Dam Sector	댐 구역
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22264	Dam_Subtitle	Hydroplant and Cascade Reservoir	수력발전소 및 캐스케이드 저수지
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22386	Dam_Sections_Index0_SectionText	Completed in 1969 to advance the energy needs of the original Cascade Lithium Mine, the GATE Hydropower Plant is the world’s only subterranean hydropower system.\r\n\r\nFollowing GATE’s purchase of the facility in 1977, 'The Dam' was heavily refurbished and now delivers up to 400MW. It provides power to the facility and specialist sub-systems, including the GATE Fusion Research Unit located directly beneath this cavern.\r\n\r\nProviding more than just power, the Cascade Reservoir is also home to GATE’s Neutrino Detection Apparatus, an ever-growing suite of advanced experiments and investigations, and a local glow worm colony.	기존의 캐스케이드 리튬 광산의 에너지 요구량을 충족시키기 위해 1969년에 완공되었으며, 세계 유일의 지하 수력 발전 시스템이다.\r\n\r\n1977년 GATE가 시설을 인수한 이후, 댐은 대대적으로 개조되어 현재 최대 400MW의 전력을 공급하고 있다. 이는 시설 및 특화된 하위 시스템에 전력을 공급하며, 해당 동굴 바로 아래에 위치한 GATE 융합 연구 유닛까지 전력을 보내고 있다.\r\n\r\n전력뿐만 아니라, 캐스케이드 저수지는 GATE 중성미자 탐지기, 끊임없이 성장하는 첨단 연구 및 조사실, 현지 반딧불이 군락의 본거지이기도 하다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	23756	Rise_Title	Rise	라이즈
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	23806	Rise_Subtitle	GATE Rise Bio-Laboratory	GATE 라이즈 생물학 연구소
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	23921	Rise_Sections_Index0_SectionText	The Rise Bio-Laboratory is the center of GATE's research into biotechnology, virology, genetics and associated fields. Occupying the building's top eight levels, very few occupants of the floors below - or the city beyond - are more than vaguely aware of the details of GATE's operations here.	라이즈 생물학 연구소는 GATE의 생명공학, 바이러스학, 유전학 및 관련 분야에 대한 연구의 중심지다. 건물의 최상위 8개 층을 차지하고 있으며, 아래층의 인원들 또는 외부 도시의 인원 중에서 이곳에서 이루어지는 작업에 대해 자세히 아는 사람은 거의 없다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24337	Voussoir_Title	Voussoir	부스와르
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24395	Voussoir_Subtitle	GATE Voussoir Facility	GATE 부스와르 시설
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24512	Voussoir_Sections_Index0_SectionText	The GATE Voussoir Facility is mandated to research 'notable and unusual macro-phenomena' and all this entails.\r\n\r\nThe facility's ELT is one of the largest private telescopes in existence, offering insight into celestial events and entities unavailable to most institutions, as well as powerful local and deep space monitoring capabilities.\r\n\r\nVoussoir is also positioned to allow staff to conduct essential research into telluric control and geomagnetic countermeasures - providing essential data for GATE's perforation research around the globe, as well as prototyping and testing a range of experimental EM equipment.\r\n\r\nNecessarily, Voussoir's position has seen it become a containment facility for locally endemic immurement subjects until they can be housed in purpose-built environments.	GATE 부스와르 시설은 '주목할 만한 이례적인 거시 현상'과 이에 수반되는 모든 것을 연구하는 임무를 맡고 있다.\r\n\r\n이 시설의 ELT는 현존하는 가장 큰 민간 천체 망원경 중 하나로, 대부분의 기관이 관찰할 수 없는 천문학적 사건과 존재들에 대한 통찰을 제공하며, 강력한 지역 및 심우주 모니터링 능력을 갖추고 있다.\r\n\r\n부스와르는 또한 지전류 제어와 지자기 대응책에 대한 필수 연구를 수행할 수 있는 위치에 있다. 덕분에, 전 세계의 GATE 천공 연구에 필요한 데이터를 제공하고, 다양한 전자기 장비의 프로토타입 제작 및 테스트를 수행한다.\r\n\r\n경우에 따라, 부스와르는 해당 지역의 수용 대상을 맞춤 격리 환경으로 옮기기 전까지 격리하는 시설로도 사용되고 있다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25429	Warehouse_Title	Anteverse XXIII	안테버스 XXIII
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25495	Warehouse_Subtitle	The Furniture Store	가구 매장
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25610	Warehouse_Sections_Index0_SectionText	Anteverse XXIII was assessed by TR investigators to have been a luxury furniture outlet. However this location, and the surrounding region, is believed to have suffered a systemic collapse following an aggressive viral outbreak. \r\n\r\nData is inconclusive, and GATE is currently investigating the source and cause of this calamity, including its precise location in space and time.	차원정찰대 조사관들은 안테버스 XXIII를 고급 가구 판매점으로 확인했다. 하지만, 해당 위치와 주변 지역을 살펴보았을 때, 위협적인 바이러스 발생 이후 시스템 붕괴를 겪은 것으로 여겨진다.\r\n\r\n현 정보로는 결론을 짓기에 부족하여, GATE는 이 사태의 근원과 원인, 그리고 시공간의 위치를 조사 중이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26114	NightRealm_Title	Anteverse XXXIX	안테버스 XXXIX
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26181	NightRealm_Subtitle	The Night Realm	밤의 왕국
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26293	NightRealm_Sections_Index0_SectionText	First brought to GATE's attention in 1991 following the initial appearance of IS-0059 in the Cascade Research Facility, little is known about the origins or purpose of Anteverse 39, or the precise nature of its connection to IS-0059.\r\n\r\nDue in part to the unpredictability of access, there have been no successful TransRecon or Gatekeeper expeditions to this location, and while ██ personnel are believed to have been translocated there by IS-0059, none have subsequently returned.\r\n\r\nIn the absence of substantive or reliable data, research remains speculative. Dr. Hammond suggests Anteverse 39 is not one but a series of 'psycho-nests', however his theories have received little support among other GATE staff. At this time, all of Dr. Hammond's proposed sleep studies have been denied.	1991년 캐스케이드 연구 시설에서 IS-0059가 처음 등장한 이후, GATE는 안테버스 39에 대해 관심을 가지게 되었다. 하지만 그 기원이나, 목적, 그리고 IS-0059와의 정확한 연관성에 대해서는 알려진 바가 없다.\r\n\r\n예측 불가능한 접근방식 때문에, 차원정찰대나 게이트키퍼의 원정은 성공한 적이 없으며, ██ 인원이 IS-0059로 전이되었을 것으로 추정되지만, 아직 돌아온 사람은 없다.\r\n\r\n확실하고 신뢰할 수 있는 데이터가 없는 상황에서, 연구 방식은 추측에만 머물러 있다. 해먼드 박사는 안테버스 39가 하나의 장소가 아닌, 일련의 '정신 둥지'라고 제안했으나, 이 이론은 GATE 직원 내에서 별다른 지지를 받지 못했다. 현재 해먼드 박사가 제안한 모든 수면 연구는 거절되었다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	27992	Salem_Title	Anteverse CLXVIII	안테버스 CLXVIII
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	28133	Salem_Sections_Index0_SectionText	Reliable data on Anteverse CLXVIII is currently limited, but it is believed to be an occupied, Earth-like world.\r\n\r\nA preliminary TransRecon expedition has been dispatched, led by Dr. Lenora Riggs. \r\n\r\nHer report is pending.	안테버스 CLXVIII에 대한 신뢰성 있는 자료는 현재 제한적이지만, 거주 가능한 지구형 세상으로 보여진다.\r\n\r\n레노라 리그 박사가 이끄는 선두 차원정찰대가 파견되었다. \r\n\r\n그녀의 보고는 아직이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	28451	Salem_Sections_Index1_SectionText	While data on areas of Anteverse CLXVIII beyond the coastal settlement of Canaan remains limited, several things are now known about the location and its inhabitants.\r\n\r\nThe remote area is occupied by a small gnostic cult, whose creed holds that material reality was created as a cage for their sublime, immortal souls.\r\n\r\nWorshipping a piece of xenotechnology known as the Lodestone, which they believe may be the key to releasing them from their physical bondage, they follow a puritanical regime of self-abasement, regarding all others as tools of 'the enemy', who created their fetters, i.e. matter. \r\n\r\nHow this group came to settle in this remote region, whether it represents the past, present or future of this or some other Earth entirely, and how they came into possession of an artefact like the Lodestone is unknown.	안테버스 CLXVIII 연안 너머의 낙원 정착지에 관한 정보는 제한적이었지만, 최근 그 위치와 거주자들에 대한 정보를 확인했다. \r\n\r\n그 외딴 지역은 작은 영지주의 숭배자들이 점거하고 있으며, 그들은 물질적 현실이 그들의 숭고하고 불멸한 영혼을 가두기 위한 감옥으로 만들어졌다고 믿는다. \r\n\r\n외계 기술의 한 조각인 로드스톤을 숭배하며, 그것이 자신들을 물리적인 속박에서 해방시켜줄 열쇠라고 믿는다. 그들은 자기 비하적인 청교도적 규율을 따르며, 그것은 다른 모든 이를 적의 도구라 생각하게 하는데, 적이 족쇄, 즉 물질을 만들었다 생각한다. \r\n\r\n이 집단이 어떻게 이런 외딴 지역에 자리를 잡게 되었는지, 우리 지구의 과거, 현재, 미래의 모습인지, 아니면 완전히 다른 지구인지, 어떻게 로드스톤과 같은 외계 유물을 얻게된 건지는 알려지지 않았다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29406	GlowingShard_Title	IS-0010	IS-0010
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29467	GlowingShard_Subtitle	Glowing Shard	빛나는 조각
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29579	GlowingShard_Sections_Index0_SectionText	DESIGNATION: Sanc (HL/LC)\r\n\r\nCONTAINMENT PROTOCOL: Personnel are advised not to stare directly at IS-0010 for extended periods during nocturnal hours.\r\n\r\nAny staff researching or removing IS-0010 from containment must sign the release form stipulating the exact period of release.	지정 등급: 산크 (HL/LC)\r\n\r\n격리 절차: 직원들은 야간 시간 동안 IS-0010을 장시간 직접 응시하지 않도록 권고됩니다.\r\n\r\nIS-0010을 연구하거나 격리실에서 꺼내고자 하는 모든 직원은 정확한 격리 해제 기간을 명시한 양식에 서명하여야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29984	TubofBlood_Title	IS-0013	IS-0013
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30043	TubofBlood_Subtitle	Tub of Blood	피가 담긴 욕조
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30152	TubofBlood_Sections_Index0_SectionText	DESIGNATION: Crucis (GW/AG/IN)\r\n\r\nCONTAINMENT PROTOCOLS: Containment for IS-0013 may not be opened between the hours of 7pm to 7am under any circumstances. This directive overrides any previous or current GISP protocols. Cleaning should be conducted daily to prevent risk of decay and build up of bio-fluids.	지정 등급: 크루시스 (GW/AG/IN)\r\n\r\n격리 절차: IS-0013 격리실의 문은 오후 7시부터 오전 7시까지 어떤 상황에서도 개방해서는 안 됩니다. 해당 지침은 이전 또는 현재 GISP 프로토콜보다 우선시됩니다. 부식과 체액이 쌓이는 것을 방지하기 위해 청소는 매일 수행되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30584	Timebrake_Title	IS-0014	IS-0014
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30642	Timebrake_Subtitle	Time Brake	시간 브레이크
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30748	Timebrake_Sections_Index0_SectionText	DESIGNATION: Sanc (IV/TL)\r\n\r\nCONTAINMENT PROTOCOLS: It is essential to personnel safety that all research into IS-0014 remains non-contact until further notice.\r\n\r\nBringing any physical items or objects into close proximity with the subject is prohibited. Personal physical contact with the subject must not occur: observe a perimeter of at least 3ft from the subject at all times. Non-invasive or EM study is permitted, but appears almost entirely ineffective.	지정 등급: 산크 (IV/TL)\r\n\r\n격리 절차: 안전을 위해 추가 공지가 있을 때까지 IS-0014에 대한 연구는 비접촉 방식으로 진행합니다.\r\n\r\n대상과 가까운 거리에 물리적인 소지품이나 물체를 가져가는 것은 금지되어 있습니다. 대상과의 신체접촉은 절대 일어나서는 안 되며, 항상 최소 3 피트 이상의 거리를 유지해야 합니다. 비침습적 연구 또는 전자기를 이용한 연구는 허용하지만, 거의 효과가 없는 것으로 보입니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31333	Threshold_Title	IS-0017	IS-0017
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31391	Threshold_Subtitle	Amnesia Threshold	망각의 문턱
