AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15091	Breacher_Sections_Index0_SectionText	Held in disdain by their bretheren for lapses of honor or, worse, spiritual failing, the Exulum are forced into the role of shock troops as penance.\r\n\r\nTheir barred helmets represent their position as pariahs, forced to take the frontline until they have redeemed themselves in battle. Their ferocity reflects a faith that admits no further failure.	엑슐룸은 명예의 결함, 또는 그보다 더한, 영성을 저버렸다는 이유로 형제들에게 경멸을 받는다. 따라서 속죄의 대가로 돌격병으로서의 역할을 강요받고 있다.\r\n\r\n창살처럼 생긴 헬멧은 최전방에서 구원을 찾도록 강요된 추방자로서의 위치를 상징한다. 이들의 흉포함은 더 이상의 실패를 용납하지 않는 신앙심을 대표한다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15517	Sniper_Title	Order: Sagittarii	기사단: 사지타리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15582	Sniper_Subtitle	Sniper	저격수
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15688	Sniper_Sections_Index0_SectionText	Tracing the lineage of their discipline to Roman archery schools in Parthia of the 2nd Century BCE, the Sagittari are the ultra-clandestine core of an already secretive sect. 	사지타리의 훈련 계보는 기원전 2세기 파르티아의 로마 궁술 학교까지 거슬러 올라가며, 그들은 이미 비밀스러운 교단에서도, 극비 핵심 전력이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15938	Rook_Title	Order: Opprimo	기사단: 오프리모
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	15999	Rook_Subtitle	Rook	룩
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16094	Rook_Sections_Index0_SectionText	Among the most savage Order infantry, the Opprimo eschew ranged weapons for close quarter combat. Their creed holds that, like spiritual knowledge itself, the intimacy of combat demands an unmediated encounter with the enemy. Sharing blood is a sacred act.\r\n\r\nThey are often deployed for specialist engagements, frequently taking on the guise of other paramilitaries for infiltration missions.	잔인한 기사단의 보병 중에서도, 오프리모는 원거리 무기를 지양하고, 근접 전투를 선호한다. 그들의 신조는 영적인 지식과 마찬가지로, 전투의 긴밀함을 위해 적과 직접적으로 대면하는 것이다. 피를 나누는 것은 신성한 행위로 여겨진다.\r\n\r\n이들은 종종 특수 임무에 배치되며, 침투 작전을 위해 다른 군사 조직의 모습을 취하기도 한다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16565	Offices_Title	Office Sector	사무 구역 섹터
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16627	Offices_Subtitle	Administration and Management	행정 및 관리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	16750	Offices_Sections_Index0_SectionText	The Office Sector is the GATE Cascade Research Facility's main center of administration, and comprises 12 levels, as well as several repurposed silos. Once used for storing gas, water and ore, these immense spaces now house key perforation research systems.	사무 구역 섹터는 GATE 캐스케이드 연구 시설의 주요 행정 구역이며, 12개 층과 재사용된 사일로로 구성되어 있다. 한때, 가스, 물, 광석 등을 저장하던 이 거대한 공간들은 이제 주요한 천공 연구 시스템을 수용하고 있다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17091	Manufacturing_Title	Manufacturing West	제조 구역 서쪽
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17164	Manufacturing_Subtitle	Engineering and Fabrication	공학 및 제작
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17290	Manufacturing_Sections_Index0_SectionText	The industrial heart of the GATE Cascade Research Facility, the Manufacturing Sector is responsible for designing and engineering all research equipment and machinery for study within the facility - as well as fabricating technical and specialist tools for other GATE facilities.\r\n\r\nIt is here the facility's origins as a decommissioned lithium mine are most clearly visible.	GATE 캐스케이드 시설의 산업 중추인 제조 구역 섹터는, 시설 내 연구를 위한 모든 연구 장비 및 기계를 설계하고 제작한다. 또한 타 GATE 시설을 위해 특수한 도구를 제작하기도 한다.\r\n\r\n시설의 기반이 된 폐쇄된 리튬 광산이 가장 두드러지게 보이는 곳이기도 하다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17741	Labs_Title	Cascade Laboratories	캐스케이드 연구소
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17807	Labs_Subtitle	Advanced Study and Containment	첨단 연구 및 격리
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	17928	Labs_Sections_Index0_SectionText	Labs Sector is the epicenter of the GATE Cascade Research Facility's research into advanced technology, as well as anomalies, xenoforms, paranormal phenomenon, arcane entities and artefacts of note.\r\n\r\nProviding secure immurment for entities rated up to Thela level, Labs is divided into various sub-sectors focused variously on containment, advanced studies and field research.	연구소 섹터는 GATE 캐스케이드 연구시설의 첨단 기술, 이상 현상, 외계 생물체, 초자연 현상, 신비한 존재, 그리고 주목할 만한 유물에 대한 연구의 중심지다.\r\n\r\n텔라 등급까지의 개체들을 수용하는 이곳은, 격리, 첨단 연구, 그리고 현장 조사 등에 중점을 둔 여러 하위 부서로 나뉜다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18385	Security_Title	Security Sector	보안 섹터
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18450	Security_Subtitle	Cascade Defense Sector	캐스케이드 방어 섹터
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	18567	Security_Sections_Index0_SectionText	Officially designated the Cascade Defense Sector, the Security Sector sits at the center of the GATE Cascade Research Facility.\r\n\r\nThe sector was built as a self-sufficient, defensible 'home' for the GATE Defense Team, who are trusted with ensuring the physical, technical and informational safety of all staff and subjects.\r\n\r\nAt the core of the sector is one of GATE's main arteries to the outside world: the Large Surface Elevator. Connecting the subterranean facility to the rest of world, it is the fastest way to get into or out of the facility	공식적으로 캐스케이드 방어 섹터로 지정된 보안 섹터는, GATE 캐스케이드 연구시설의 중심에 위치하고 있다.\r\n\r\n이 섹터는 GATE 방어팀을 위해 지어졌으며, 자급자족이 가능하고, 방어에 특화된 '본부'로써 기능한다. GATE 방어팀은 모든 직원과 실험대상의 물리적, 기술적, 정보적 안전을 보장하는 믿음직한 조직이다.\r\n\r\n이 섹터의 중심에는 GATE의 주요 동맥 중 하나인 대형 지표 엘레베이터가 있다. 지하 시설을 외부 세계와 연결하는 이 엘리베이터는 시설 안팎으로 이동하는 가장 빠른 방법이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19191	Dam_Title	Dam Sector	댐 섹터
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19246	Dam_Subtitle	Hydroplant and Cascade Reservoir	수력발전소 및 캐스케이드 저수지
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	19368	Dam_Sections_Index0_SectionText	Completed in 1969 to advance the energy needs of the original Cascade Lithium Mine, the GATE Hydropower Plant is the world’s only subterranean hydropower system.\r\n\r\nFollowing GATE’s purchase of the facility in 1977, 'The Dam' was heavily refurbished and now delivers up to 400MW. It provides power to the facility and specialist sub-systems, including the GATE Fusion Research Unit located directly beneath this cavern.\r\n\r\nProviding more than just power, the Cascade Reservoir is also home to GATE’s Neutrino Detection Apparatus, an ever-growing suite of advanced experiments and investigations, and a local glow worm colony.	기존의 캐스케이드 리튬 광산의 에너지 요구량을 충족시키기 위해 1969년에 완공되었으며, 세계 유일의 지하 수력 발전 시스템이다.\r\n\r\n1977년 GATE가 시설을 인수한 이후, 댐은 대대적으로 개조되어 현재 최대 400MW의 전력을 공급하고 있다. 이는 시설 및 특화된 하위 시스템에 전력을 공급하며, 해당 동굴 바로 아래에 위치한 GATE 융합 연구 유닛까지 전력을 보내고 있다.\r\n\r\n전력뿐만 아니라, 캐스케이드 저수지는 GATE 중성미자 탐지기, 끊임없이 성장하는 첨단 연구 및 조사실, 현지 반딧불이 군락의 본거지이기도 하다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20694	Rise_Title	Rise	라이즈
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20744	Rise_Subtitle	GATE Rise Bio-Laboratory	GATE 라이즈 생물학 연구소
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	20859	Rise_Sections_Index0_SectionText	The Rise Bio-Laboratory is the center of GATE's research into biotechnology, virology, genetics and associated fields. Occupying the building's top eight levels, very few occupants of the floors below - or the city beyond - are more than vaguely aware of the details of GATE's operations here.	라이즈 생물학 연구소는 GATE의 생명공학, 바이러스학, 유전학 및 관련 분야에 대한 연구의 중심지다. 건물의 최상위 8개 층을 차지하고 있으며, 아래층의 인원들 또는 외부 도시의 인원 중에서 이곳에서 이루어지는 작업에 대해 자세히 아는 사람은 거의 없다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21231	Voussoir_Title	Voussoir	부스와르
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21289	Voussoir_Subtitle	GATE Voussoir Facility	GATE 부스와르 시설
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	21406	Voussoir_Sections_Index0_SectionText	The GATE Voussoir Facility is mandated to research 'notable and unusual macro-phenomena' and all this entails.\r\n\r\nThe facility's ELT is one of the largest private telescopes in existence, offering insight into celestial events and entities unavailable to most institutions, as well as powerful local and deep space monitoring capabilities.\r\n\r\nVoussoir is also positioned to allow staff to conduct essential research into telluric control and geomagnetic countermeasures - providing essential data for GATE's perforation research around the globe, as well as prototyping and testing a range of experimental EM equipment.\r\n\r\nNecessarily, Voussoir's position has seen it become a containment facility for locally endemic immurement subjects until they can be housed in purpose-built environments.	GATE 부스와르 시설은 '주목할 만한 이례적인 거시 현상'과 이에 수반되는 모든 것을 연구하는 임무를 맡고 있다.\r\n\r\n이 시설의 ELT는 현존하는 가장 큰 민간 천체망원경 중 하나로, 대부분의 기관이 관찰할 수 없는 천문학적 사건과 존재들에 대한 통찰을 제공하며, 강력한 지역 및 심우주 모니터링 능력을 갖추고 있다.\r\n\r\n부스와르는 또한 지전류 제어와 지자기 대응책에 대한 필수 연구를 수행할 수 있는 위치에 있다. 덕분에, 전 세계의 GATE 천공 연구에 필요한 데이터를 제공하고, 다양한 전자기 장비의 프로토타입 제작 및 테스트를 수행한다.\r\n\r\n경우에 따라, 부스와르는 해당 지역의 수용 대상을 맞춤 격리 환경으로 옮기기 전까지 격리하는 시설로도 사용되고 있다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22279	Warehouse_Title	Anteverse XXIII	안테버스 XXIII
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22345	Warehouse_Subtitle	The Furniture Store	가구 매장
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22460	Warehouse_Sections_Index0_SectionText	Anteverse XXIII was assessed by TR investigators to have been a luxury furniture outlet. However this location, and the surrounding region, is believed to have suffered a systemic collapse following an aggressive viral outbreak. \r\n\r\nData is inconclusive, and GATE is currently investigating the source and cause of this calamity, including its precise location in space and time.	차원정찰대 조사관들은 안테버스 XXIII를 고급 가구 판매점으로 확인했다. 하지만, 해당 위치와 주변 지역을 살펴보았을 때, 위협적인 바이러스 발생 이후 시스템 붕괴를 겪은 것으로 여겨진다.\r\n\r\n현 정보로는 결론을 짓기에 부족하여, GATE는 이 사태의 근원과 원인, 그리고 시공간의 위치를 조사 중이다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22920	NightRealm_Title	Anteverse XXXIX	안테버스 XXXIX
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	22987	NightRealm_Subtitle	The Night Realm	밤의 왕국
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	23098	NightRealm_Sections_Index0_SectionText	First brought to GATE's attention in 1991 following the initial appearance of IS-0059 in the Cascade Research Facility, little is known about the origins or purpose of Anteverse 39, or the precise nature of its connection to IS-0059.\r\n\r\nDue in part to the unpredictability of access, there have been no successful Transrecon or Gatekeeper expeditions to this location, and while ██ personnel are believed to have been translocated there by IS-0059, none have subsequently returned.\r\n\r\nIn the absence of substantive or reliable data, research remains speculative. Dr. Hammond suggests Anteverse 39 is not one but a series of 'psycho-nests', however his theories have received little support among other GATE staff. At this time, all of Dr. Hammond's proposed sleep studies have been denied.	1991년 캐스케이드 연구 시설에서 IS-0059가 처음 등장한 이후, GATE는 안테버스 39에 대해 관심을 가지게 되었다. 하지만 그 기원이나, 목적, 그리고 IS-0059와의 정확한 연관성에 대해서는 알려진 바가 없다.\r\n\r\n예측 불가능한 접근방식 때문에, 차원정찰대나 게이트키퍼의 원정은 성공한 적이 없으며, ██ 인원이 IS-0059로 전이되었을 것으로 추정되지만, 아직 돌아온 사람은 없다.\r\n\r\n확실하고 신뢰할 수 있는 데이터가 없는 상황에서, 연구 방식은 추측에만 머물러 있다. 해먼드 박사는 안테버스 39가 하나의 장소가 아닌, 일련의 '정신 둥지'라고 제안했으나, 이 이론은 GATE 직원 내에서 별다른 지지를 받지 못했다. 현재 해먼드 박사가 제안한 모든 수면 연구는 거절되었다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24761	GlowingShard_Title	IS-0010	IS-0010
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24822	GlowingShard_Subtitle	Glowing Shard	빛나는 조각
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	24934	GlowingShard_Sections_Index0_SectionText	DESIGNATION: Sanc (HL/LC)\r\n\r\nCONTAINMENT PROTOCOL: Personnel are advised not to stare directly at IS-0010 for extended periods during nocturnal hours.\r\n\r\nAny staff researching or removing IS-0010 from containment must sign the release form stipulating the exact period of release.	지정 등급: 산크 (HL/LC)\r\n\r\n격리 절차: 직원들은 야간 시간 동안 IS-0010을 장시간 직접 응시하지 않도록 권고됩니다.\r\n\r\nIS-0010을 연구하거나 격리실에서 꺼내고자 하는 모든 직원은 정확한 격리 해제 기간을 명시한 양식에 서명하여야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25295	TubofBlood_Title	IS-0013	IS-0013
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25354	TubofBlood_Subtitle	Tub of Blood	피가 담긴 욕조
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25462	TubofBlood_Sections_Index0_SectionText	DESIGNATION: Crucis (GW/AG/IN)\r\n\r\nCONTAINMENT PROTOCOLS: Containment for IS-0013 may not be opened between the hours of 7pm to 7am under any circumstances. This directive overrides any previous or current GISP protocols. Cleaning should be conducted daily to prevent risk of decay and build up of bio-fluids.	지정 등급: 크루시스 (GW/AG/IN)\r\n\r\n격리 절차: IS-0013 격리실의 문은 오후 7시부터 오전 7시까지 어떤 상황에서도 개방해서는 안 됩니다. 해당 지침은 이전 또는 현재 GISP 프로토콜보다 우선시됩니다. 부식과 체액이 쌓이는 것을 방지하기 위해 청소는 매일 수행되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25851	Timebrake_Title	IS-0014	IS-0014
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	25909	Timebrake_Subtitle	Time Brake	시간 브레이크
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26015	Timebrake_Sections_Index0_SectionText	DESIGNATION: Sanc (IV/TL)\r\n\r\nCONTAINMENT PROTOCOLS: It is essential to personnel safety that all research into IS-0014 remains non-contact until further notice.\r\n\r\nBringing any physical items or objects into close proximity with the subject is prohibited. Personal physical contact with the subject must not occur: observe a perimeter of at least 3ft from the subject at all times. Non-invasive or EM study is permitted, but appears almost entirely ineffective.	지정 등급: 산크 (IV/TL)\r\n\r\n격리 절차: 안전을 위해 추가 공지가 있을 때까지 IS-0014에 대한 연구는 비접촉 방식으로 진행합니다.\r\n\r\n대상과 가까운 거리에 물리적인 소지품이나 물건을 가져가는 것은 금지되어 있습니다. 대상과의 신체접촉은 절대 일어나서는 안 되며, 항상 최소 3 피트 이상의 거리를 유지해야 합니다. 비침습적 연구 또는 전자기를 이용한 연구는 허용하지만, 거의 효과가 없는 것으로 보입니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26556	Threshold_Title	IS-0017	IS-0017
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26614	Threshold_Subtitle	Amnesia Threshold	기억상실의 문턱
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	26727	Threshold_Sections_Index0_SectionText	DESIGNATION: Crucis (LC/PY/EH)\r\n\r\nCONTAINMENT PROTOCOLS: Access to IS-0017 is granted only by express permission of Immurement Manager, T. Enderson. Personnel granted access are forbidden to pass through IS-0017.\r\n\r\nAny GATE staff determined to have breached these provisions will be subject to formal disciplinary proceedings, regardless of their mental state or recollection of events. Any investigation into the function of IS-0017 must conform with these protocols.	지정 등급: 크루시스 (LC/PY/EH)\r\n\r\n격리 절차:IS-0017에 접근하기 위해서는, 수용 관리자인 T. 엔더슨의 명시적인 허가를 받아야만 합니다. 접근이 허가된 직원이 IS-0017을 통과하는 것은 금지됩니다.\r\n\r\n해당 규정을 위반한 GATE 직원은 정신 상태나 사건에 대한 기억 여부에 상관없이 공식 징계 절차를 밟게 될 것입니다. IS-0017의 기능에 대한 모든 조사는 해당 절차를 준수하여야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	27275	RedChair_Title	IS-0018	IS-0018
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	27332	RedChair_Subtitle	The Red Chair	빨간 의자
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	27439	RedChair_Sections_Index0_SectionText	DESIGNATION: Crucis (CA/EH/GW)\r\n\r\nCONTAINMENT PROTOCOLS: IS-0018 is to be kept in locked Crucis-level containment at all times. It may not be relocated, or its position shifted in any way without express permission of the GATE Executive Committee.\r\n\r\nResearch team staff may only approach IS-0018 when pursuing specific study objectives approved by the GATE Executive Committee. All such study is to be accompanied and monitored by a TransRecon unit of no fewer than four persons, equipped and armed according to manifest GCRF-ISP-0018A. Research team members must always be preceded by so-equipped TR team members if attempting to sit in the Red Chair.\r\n\r\nSitting, perching, lounging or loafing on or in the vicinity of IS-0018 is prohibited under all circumstances except those expressly provided for above.	지정 등급: 크루시스 (CA/EH/GW)\r\n\r\n격리 절차: S-0018은 크루시스 등급의 격리실에 항상 잠긴 채로 보관되어야 하며, GATE 경영 위원회의 명시적인 허가 없이는 어떠한 방식으로든 재배치되거나 위치를 변경할 수 없습니다.\r\n\r\n연구팀 직원은 GATE 경영 위원회의 승인을 받은 특정 연구를 위해서만 IS-0018에 접근할 수 있습니다. 모든 연구는 최소 4명 이상의 차원정찰 부대원에게 동행 및 감독되어야 하며, 부대원은 모두 GCRF-ISP-0018A에 따라 보호 장구와 무장을 착용해야 합니다. 연구팀 구성원이 빨간 의자에 앉으려 하는 경우, 항상 장비를 갖춘 차원정찰 부대원이 앞장서야 합니다.\r\n\r\n위에서 명시적으로 허용된 경우를 제외하고는 어떠한 상황에서도 IS-0018 위 또는 근처에 앉거나, 걸터앉거나, 눕거나, 빈둥거리는 행위는 금지됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	28334	DarkwaterBeast_Title	IS-0023	IS-0023
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	28397	DarkwaterBeast_Subtitle	Darkwater Beast	암흑수 괴수
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	28520	DarkwaterBeast_Sections_Index0_SectionText	DESIGNATION: Crucis (AG)\r\n\r\nCONTAINMENT PROTOCOL: As with all specimens from Anteverse XLII, IS-0023 is predicted to outgrow the largest megaspecimen facilities currently available to GATE. While the final extent of the subject's growth is unknown, specimens exceeding 50m in length have been reliably reported by field researchers in A42.\r\n\r\nGISP guidelines stipulate hydro-containment dimensions of at least 80x15m for specimens under 15m. All researchers must be accompanied by Gatekeepers or other staff trained in the defensive use of EM emission devices in the range of 100 eV to 100 keV.\r\n\r\nUnder no circumstances should IS-0023 be fed outside of the clearly defined weekly schedule.	지정 등급: 크루시스 (AG)\r\n\r\n격리 절차: 안테버스 XLII의 다른 표본들과 마찬가지로, IS-0023은 현재 GATE에서 가용 가능한 가장 큰 초대형 표본 시설보다 더 커질 것으로 예상됩니다. 실험체의 최대 성장치는 알려진 바 없으나, 안테버스 42의 현장 연구원들이 50m가 넘는 표본을 보고한 믿을만한 기록이 있습니다.\r\n\r\nGISP 가이드라인은 15m 미만 표본에 대해 최소 80x15m의 수중 격리 공간을 규정하고 있습니다. 모든 연구원들은 게이트키퍼 또는 100 eV에서 100keV 범위의 전자기 방출 장치 사용 훈련을 받은 인력과 동행하여야합니다.\r\n\r\n확실히 정립된 주간 일정을 제외하고, 어떠한 상황에서도 IS-0023에게 먹이를 주어서는 안 됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29289	LIbrary_Title	IS-0028	IS-0028
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29345	LIbrary_Subtitle	The Library	도서관
