AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	783Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_Dam.umap	7723084		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam.umap	7723219		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam.umap	7723354		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Dam.umap	7723487		ELECTRICAL GRID	전력 계통
AbioticFactor/Content/Maps/Facility_Dam.umap	7723625		ELECTRICAL GRID	전력 계통
AbioticFactor/Content/Maps/Facility_Dam.umap	7723763		TRANSFORMERS	변전소
AbioticFactor/Content/Maps/Facility_Dam.umap	7723898		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467298		SPILLWAY C	배수로 C
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467431		SPILLWAY B	배수로 B
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467564		STORAGE DECK	창고 데크
AbioticFactor/Content/Maps/Facility_Dam_Central.umap	2467699		STORAGE DECK	창고 데크
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977351		ELECTRICAL	전력소
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977485		SYSTEMS	시스템
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977615		LOCKERS	락커
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977747		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1977882		FLOW VALVES	유량 밸브
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1978019		TRANSMITTER	송신기
AbioticFactor/Content/Maps/Facility_Dam_Hydroplant.umap	1978154		SYSTEMS CHIEF	시스템 관리자
AbioticFactor/Content/Maps/Facility_Dam_Lower.umap	1315990		ROBOTICS	로보틱스
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463660		EXERCISE	헬스장
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463791		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_Dam_Waterfall.umap	1463923		MAINFRAME	메인프레임
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675248		SYNAPTIC LABS	시냅스 연구소
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675384		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675519		CHECK-IN BELOW	체크인
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675656		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675791		CLOUD REACTOR	구름 반응로
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5675927		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5676061		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DarkFusion.umap	5676195		OBSERVATION	관측실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220643		MIST REACTOR	안개 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220778		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1220913		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221047		REACTORS	반응로 구역
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221178		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221313		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221448		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221583		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221717		WAYGATE	웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221847		POWER RELAY	송전실
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1221981		WG-INTRADOS	인트라도스 웨이게이트
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222115		UPPER BRIDGE	고층 교량
AbioticFactor/Content/Maps/Facility_DF_Central.umap	1222250		WAYGATE CTRL	웨이게이트 제어실
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6118699		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Labs.umap	6118834		DUSK REACTOR	황혼 반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3544983		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545118		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545248		LOWER STORAGE	저층 창고
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545384		REACTOR	반응로
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545514		TURBINE 01	터빈 01
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545647		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545779		CONTROL ROOM	제어실
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3545914		TURBINE 02	터빈 02
AbioticFactor/Content/Maps/Facility_DF_Overgrowth.umap	3546047		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592510		TOPSIDE ACCESS	상층부 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592647		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592782		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5592918		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593054		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593190		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593325		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593460		FUEL STORAGE	연료 저장소
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593595		LOWER ACCESS	저층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593730		UPPER ACCESS	고층 접근로
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5593865		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594001		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594137		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594272		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594408		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_RadWaste.umap	5594544		REACTOR ENTRY	반응로 입구
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854405	Sign_ModularDormitory_C	MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854540	Sign_ModularDormitory_C	FUEL CRYOPOD	연료 냉각 장치
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854676		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854813		LOWER OFFICES	저층 사무 구역
AbioticFactor/Content/Maps/Facility_DF_War.umap	7854949		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855084		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855219		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855354		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855489		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855624		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855759		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7855894		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856029		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856164		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856301		DEPLETED FUEL	폐기 연료 보관고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856438		LOUNGE	라운지
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856567		LAB/ FUEL CRYO	연구실/연료 냉동고
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856704		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856839		GALE REACTOR	돌풍 반응로
AbioticFactor/Content/Maps/Facility_DF_War.umap	7856974		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Labs.umap	7373624		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs.umap	7373778		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7373915		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374048		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7374185		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/Facility_Labs.umap	7374324		VACUUM CHAMBER	진공 챔버
AbioticFactor/Content/Maps/Facility_Labs.umap	7374485		PORTAL LAB 04	포탈 연구실 04
AbioticFactor/Content/Maps/Facility_Labs.umap	7374621		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374754		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7374887		INNER WING	내부동
AbioticFactor/Content/Maps/Facility_Labs.umap	7375020		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Labs.umap	7375156		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618121	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618251	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618389	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618519	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618657	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618787	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5618925	Sign_ModularDormitory_C	SHOWERS	샤워실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619055	Sign_ModularDormitory_C	DECONTAMINATION	오염 제거
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619193		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619325		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619457		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619592		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619727		VIEWING ROOM	관측실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619862		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5619992		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620127		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620262		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620394		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620529		LASER LAB	레이저 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620661		COLD STORAGE	저온 보관실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620796		CELLULAR LAB	세포 연구실
AbioticFactor/Content/Maps/Facility_Labs_Adjustment.umap	5620931		SCANNING	스캔실
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2485894		HELMHOLTZ LIFT	헬름홀츠 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486033		CONTROL CENTER	관제 센터
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486194		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486329		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486464		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486598		CONTROL LIFT	관제 승강기
AbioticFactor/Content/Maps/Facility_Labs_Control.umap	2486733		OBSERVATION	관측소
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	857711		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	857876		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858014		MANUFACTURING EAST	동부 제조 구역
AbioticFactor/Content/Maps/Facility_MFFoundry.umap	858179		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFHQ.umap	1709327		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_MFMines.umap	5630734		SITE OFFICE	형장 사무실
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631158		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631289		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631420		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFMines.umap	5631551		OLD MINES	옛 광산
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803046		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803181		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803317		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803452		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803581		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803717		SECURITY	보안
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803848		CARGO DISTRICT	화물 지구
AbioticFactor/Content/Maps/Facility_MFWest.umap	7803985		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804118		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804251		TOOL DEPOT	도구 보관소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804384		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804520		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804650		ROADWAY LIMA	진입로 리마
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804785		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7804920		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805056		MAINT. OFFICE	정비 사무실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805192		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805328		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805463		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805599		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805735		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7805873		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806002		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806139		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806273		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806402		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806539		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806669		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806799		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7806934		GARAGE	차고
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807063		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807199		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807337		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807473		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807603		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807737		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7807870		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808003		SHIP. LOGISTICS	물류지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808141		RAILWAY	철로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808271		CONTAINER LOT	저장소 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808407		OVERFLOW	오버플로우
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808539		ALLOY HANDLING	합금 처리 시설
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808676		INSPECTION	검사실
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808809		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7808945		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809075		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809209		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809339		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809475		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809610		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809740		CONTROL TOWER	관제탑
AbioticFactor/Content/Maps/Facility_MFWest.umap	7809876		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810011		LOT OVERSIGHT	구역 관리소
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810147		FLOW CONTROL	유량 제어
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810284		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810439		UPPER SHIPPING	고층 접근로
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810576		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810714		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810851		MAPPING CENTER	지도 제작 센터
AbioticFactor/Content/Maps/Facility_MFWest.umap	7810988		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811124		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811260		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811398		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811529		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/Facility_MFWest.umap	7811660		GARAGE	차고
AbioticFactor/Content/Maps/Facility_Office1.umap	5007108		SERVER ROOM O1	서버실 01
AbioticFactor/Content/Maps/Facility_Office1.umap	5007245		FLOW TRANSIT	유체 운반실
AbioticFactor/Content/Maps/Facility_Office1.umap	5007380		SECURITY OFFICE	보안 초소
AbioticFactor/Content/Maps/Facility_Office1.umap	5007518		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office1.umap	5007651		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office1.umap	5007781		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office1.umap	5007913		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office1.umap	5008048		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office1.umap	5008178		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5008314		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office1.umap	5008446		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office1.umap	5008576		SECURITY SEC.	보안 구역
